,id,section,section_id,submitted,attempt,Confidence,Gender,Professional,Ethnicity,Interest
34,2861630,COSC 341 101 2020W,72450,2021-01-16 00:48:34 UTC,1,0.8571428571428571,1.0,0.5,-1.0,0.0
35,3199349,COSC 341 101 2020W,72450,2021-01-16 00:46:10 UTC,1,1.2857142857142858,1.5555555555555556,2.0,0.0,1.0833333333333333
36,8699995,COSC 341 101 2020W,72450,2021-01-16 00:27:13 UTC,1,0.2857142857142857,1.3333333333333333,1.0,1.0,0.16666666666666666
37,5810166,COSC 341 101 2020W,72450,2021-01-16 00:26:25 UTC,1,0.5714285714285714,1.0,1.0,-2.0,0.6666666666666666
38,1838508,COSC 341 101 2020W,72450,2021-01-16 00:19:47 UTC,1,0.8571428571428571,1.1111111111111112,0.5,1.0,0.5
39,3718192,COSC 341 101 2020W,72450,2021-01-16 00:17:34 UTC,1,0.5714285714285714,1.5555555555555556,0.0,0.0,0.75
40,5023118,COSC 341 101 2020W,72450,2021-01-16 00:14:39 UTC,1,0.8571428571428571,1.5555555555555556,1.25,-1.0,0.8333333333333334
41,5329311,COSC 341 101 2020W,72450,2021-01-16 00:14:26 UTC,1,1.4285714285714286,1.6666666666666667,0.25,1.5,-0.8333333333333334
42,9809827,COSC 341 101 2020W,72450,2021-01-16 00:05:21 UTC,1,1.7142857142857142,2.0,2.0,0.0,1.25
43,4006013,COSC 341 101 2020W,72450,2021-01-16 00:02:45 UTC,1,1.5714285714285714,2.0,1.75,1.0,0.8333333333333334
44,6797783,COSC 341 101 2020W,72450,2021-01-15 23:50:51 UTC,1,0.8571428571428571,1.0,1.0,-0.5,0.16666666666666666
45,6393986,COSC 341 101 2020W,72450,2021-01-15 23:24:55 UTC,1,0.2857142857142857,1.0,1.0,-1.0,0.5
46,8145375,COSC 341 101 2020W,72450,2021-01-15 21:52:53 UTC,1,1.1428571428571428,2.0,0.0,-2.0,1.3333333333333333
47,3195820,COSC 341 101 2020W,72450,2021-01-15 21:27:57 UTC,1,1.2857142857142858,2.0,1.5,0.0,0.5
48,8142618,COSC 341 101 2020W,72450,2021-01-15 21:21:49 UTC,1,-0.5714285714285714,2.0,-0.25,2.0,0.25
49,9037967,COSC 341 101 2020W,72450,2021-01-15 20:42:38 UTC,1,0.2857142857142857,0.1111111111111111,0.0,1.0,-0.9166666666666666
50,6839112,COSC 341 101 2020W,72450,2021-01-15 19:56:11 UTC,1,1.4285714285714286,1.1111111111111112,1.0,1.0,0.8333333333333334
51,6057512,COSC 341 101 2020W,72450,2021-01-15 19:40:47 UTC,1,1.4285714285714286,1.8888888888888888,1.75,0.5,1.0833333333333333
52,2152820,COSC 341 101 2020W,72450,2021-01-15 19:38:40 UTC,1,1.1428571428571428,1.6666666666666667,1.0,0.5,0.6666666666666666
53,6165231,COSC 341 101 2020W,72450,2021-01-15 19:37:18 UTC,1,1.2857142857142858,1.8888888888888888,1.25,1.0,0.4166666666666667
54,2618758,COSC 341 101 2020W,72450,2021-01-15 18:29:00 UTC,1,1.1428571428571428,1.8888888888888888,1.25,0.0,0.5833333333333334
55,5961204,COSC 341 101 2020W,72450,2021-01-15 18:16:40 UTC,1,1.0,1.8888888888888888,1.75,1.0,1.25
56,8799357,COSC 341 101 2020W,72450,2021-01-15 18:16:04 UTC,1,1.2857142857142858,2.0,2.0,-1.5,0.6666666666666666
57,6738937,COSC 341 101 2020W,72450,2021-01-15 10:11:16 UTC,1,1.7142857142857142,2.0,1.75,-1.0,1.0
58,4376901,COSC 341 101 2020W,72450,2021-01-15 09:40:29 UTC,1,1.1428571428571428,2.0,1.5,0.0,0.75
59,9744587,COSC 341 101 2020W,72450,2021-01-15 09:11:13 UTC,1,1.0,2.0,1.75,1.0,0.0
60,6457402,COSC 341 101 2020W,72450,2021-01-15 05:56:47 UTC,1,0.42857142857142855,2.0,1.0,1.0,0.0
61,3360200,COSC 341 101 2020W,72450,2021-01-15 05:46:02 UTC,1,1.1428571428571428,1.8888888888888888,1.75,-1.0,1.0
62,8458599,COSC 341 101 2020W,72450,2021-01-15 04:15:32 UTC,1,1.5714285714285714,1.8888888888888888,1.5,-1.0,1.1666666666666667
63,3312077,COSC 341 101 2020W,72450,2021-01-15 01:16:59 UTC,1,0.5714285714285714,1.4444444444444444,0.5,-1.5,0.5
64,9837476,COSC 341 101 2020W,72450,2021-01-15 01:15:50 UTC,1,1.1428571428571428,2.0,1.75,0.5,0.0
65,9818162,COSC 341 101 2020W,72450,2021-01-14 22:24:14 UTC,1,1.1428571428571428,2.0,1.5,0.0,0.6666666666666666
66,2767857,COSC 341 101 2020W,72450,2021-01-14 21:49:51 UTC,1,1.0,2.0,1.5,0.0,0.5
67,5813967,COSC 341 101 2020W,72450,2021-01-14 21:48:58 UTC,1,0.7142857142857143,2.0,1.5,1.5,0.4166666666666667
68,9306765,COSC 341 101 2020W,72450,2021-01-14 21:11:08 UTC,1,0.42857142857142855,1.7777777777777777,0.5,1.0,0.5833333333333334
69,9421928,COSC 341 101 2020W,72450,2021-01-14 20:35:06 UTC,1,0.8571428571428571,2.0,1.0,0.0,0.8333333333333334
70,8012852,COSC 341 101 2020W,72450,2021-01-14 19:58:25 UTC,1,1.2857142857142858,1.3333333333333333,2.0,2.0,-0.16666666666666666
71,7680659,COSC 341 101 2020W,72450,2021-01-14 19:54:11 UTC,1,1.0,1.7777777777777777,1.75,-1.0,1.0
72,9176657,COSC 341 101 2020W,72450,2021-01-14 18:57:35 UTC,1,1.5714285714285714,2.0,2.0,1.0,1.25
73,3962285,COSC 341 101 2020W,72450,2021-01-14 18:30:38 UTC,1,1.1428571428571428,1.8888888888888888,0.5,0.0,0.5
74,6171724,COSC 341 101 2020W,72450,2021-01-14 10:15:57 UTC,1,1.0,1.5555555555555556,1.75,-1.0,0.25
75,3704966,COSC 341 101 2020W,72450,2021-01-14 04:48:06 UTC,1,0.7142857142857143,1.8888888888888888,1.0,-1.0,0.5
76,2272326,COSC 341 101 2020W,72450,2021-01-14 04:46:11 UTC,1,1.7142857142857142,2.0,1.5,0.0,1.5833333333333333
77,3005552,COSC 341 101 2020W,72450,2021-01-14 04:32:38 UTC,1,1.1428571428571428,1.7777777777777777,1.25,1.0,0.5833333333333334
78,5123916,COSC 341 101 2020W,72450,2021-01-14 04:17:43 UTC,1,0.8571428571428571,2.0,1.0,0.0,0.8333333333333334
79,3243282,COSC 341 101 2020W,72450,2021-01-14 02:11:16 UTC,1,0.8571428571428571,2.0,1.25,0.0,0.8333333333333334
80,5865576,COSC 341 101 2020W,72450,2021-01-14 00:42:57 UTC,1,0.5714285714285714,1.8888888888888888,1.0,1.0,0.75
81,3209321,COSC 341 101 2020W,72450,2021-01-13 23:03:36 UTC,1,1.7142857142857142,2.0,2.0,0.0,1.25
82,9891351,COSC 341 101 2020W,72450,2021-01-13 22:53:22 UTC,1,0.8571428571428571,1.6666666666666667,1.0,1.0,0.16666666666666666
83,6135450,COSC 341 101 2020W,72450,2021-01-13 22:52:56 UTC,1,1.1428571428571428,1.7777777777777777,1.25,1.0,0.9166666666666666
84,5441260,COSC 341 101 2020W,72450,2021-01-13 22:50:56 UTC,1,0.5714285714285714,1.4444444444444444,1.5,1.0,0.75
85,7098325,COSC 341 101 2020W,72450,2021-01-13 21:45:33 UTC,1,1.1428571428571428,1.7777777777777777,0.25,0.5,1.25
86,2336688,COSC 341 101 2020W,72450,2021-01-13 20:53:08 UTC,1,1.1428571428571428,2.0,0.5,1.0,0.6666666666666666
87,3068218,COSC 341 101 2020W,72450,2021-01-13 20:45:26 UTC,1,1.0,2.0,1.5,0.0,1.4166666666666667
88,8733315,COSC 341 101 2020W,72450,2021-01-13 20:32:50 UTC,1,1.0,1.8888888888888888,1.25,0.0,1.25
89,1607194,COSC 341 101 2020W,72450,2021-01-13 20:27:48 UTC,1,1.0,1.6666666666666667,1.0,0.0,0.6666666666666666
90,3777033,COSC 341 101 2020W,72450,2021-01-13 20:26:52 UTC,1,1.5714285714285714,1.3333333333333333,1.5,1.5,1.25
91,7624796,COSC 341 101 2020W,72450,2021-01-13 20:20:25 UTC,1,1.4285714285714286,1.6666666666666667,-0.25,-1.5,0.9166666666666666
92,8718613,COSC 341 101 2020W,72450,2021-01-13 20:06:03 UTC,1,0.5714285714285714,2.0,1.0,0.0,0.4166666666666667
93,2740813,COSC 341 101 2020W,72450,2021-01-13 19:56:35 UTC,1,0.5714285714285714,0.8888888888888888,1.0,0.0,0.9166666666666666
94,1468005,COSC 341 101 2020W,72450,2021-01-13 19:46:19 UTC,1,1.2857142857142858,1.8888888888888888,1.0,1.0,1.25
95,3417203,COSC 341 101 2020W,72450,2021-01-13 19:23:09 UTC,1,1.0,2.0,1.25,1.0,0.5
96,8692236,COSC 341 101 2020W,72450,2021-01-13 18:51:01 UTC,1,0.8571428571428571,1.6666666666666667,0.0,1.0,0.6666666666666666
97,9152350,COSC 341 101 2020W,72450,2021-01-13 18:47:34 UTC,1,0.8571428571428571,1.0,1.0,1.0,0.6666666666666666
98,2409463,COSC 341 101 2020W,72450,2021-01-13 18:35:05 UTC,1,0.2857142857142857,1.8888888888888888,1.0,0.0,0.75
99,6851949,COSC 341 101 2020W,72450,2021-01-13 18:12:25 UTC,1,1.5714285714285714,2.0,1.25,1.0,1.1666666666666667
100,2447318,COSC 341 101 2020W,72450,2021-01-13 17:54:49 UTC,1,0.7142857142857143,2.0,1.0,0.0,0.0
101,8235486,COSC 341 101 2020W,72450,2021-01-13 17:47:04 UTC,1,0.8571428571428571,1.6666666666666667,1.0,-1.5,0.6666666666666666
102,4427100,COSC 341 101 2020W,72450,2021-01-13 17:03:08 UTC,1,1.0,1.8888888888888888,1.25,1.5,0.9166666666666666
103,1584309,COSC 541 101 2020W,74324,2021-01-13 16:30:23 UTC,1,1.5714285714285714,2.0,2.0,-1.5,1.6666666666666667
104,7851177,COSC 341 101 2020W,72450,2021-01-13 15:59:41 UTC,1,0.8571428571428571,2.0,2.0,-2.0,0.6666666666666666
105,4186751,COSC 341 101 2020W,72450,2021-01-13 12:20:16 UTC,1,1.1428571428571428,2.0,1.25,0.0,1.0
106,9066340,COSC 341 101 2020W,72450,2021-01-13 11:07:01 UTC,1,0.5714285714285714,2.0,0.75,-1.5,0.5
107,9401179,COSC 341 101 2020W,72450,2021-01-13 11:02:40 UTC,1,0.2857142857142857,1.8888888888888888,1.0,1.0,-0.4166666666666667
108,1304297,COSC 341 101 2020W,72450,2021-01-13 10:24:49 UTC,1,1.1428571428571428,2.0,1.5,0.5,0.25
109,5991735,COSC 341 101 2020W,72450,2021-01-13 09:42:41 UTC,1,1.2857142857142858,1.4444444444444444,1.0,1.0,1.3333333333333333
110,6492931,COSC 341 101 2020W,72450,2021-01-13 09:04:58 UTC,1,0.42857142857142855,2.0,0.75,0.5,0.8333333333333334
111,4708909,COSC 341 101 2020W,72450,2021-01-13 06:47:07 UTC,1,1.1428571428571428,2.0,1.5,2.0,0.0
112,6078374,COSC 341 101 2020W,72450,2021-01-13 05:02:16 UTC,1,0.7142857142857143,1.8888888888888888,1.0,0.0,1.0833333333333333
113,2297496,COSC 341 101 2020W,72450,2021-01-13 04:37:33 UTC,1,1.0,2.0,1.25,0.0,0.8333333333333334
114,9620106,COSC 341 101 2020W,72450,2021-01-13 04:26:38 UTC,1,1.1428571428571428,1.6666666666666667,1.25,1.5,0.4166666666666667
115,7080732,COSC 341 101 2020W,72450,2021-01-13 03:45:42 UTC,1,1.2857142857142858,2.0,2.0,0.0,1.0833333333333333
116,2631372,COSC 341 101 2020W,72450,2021-01-13 03:02:50 UTC,1,-0.2857142857142857,2.0,1.25,0.0,-0.08333333333333333
117,6472420,COSC 341 101 2020W,72450,2021-01-13 01:37:00 UTC,1,0.5714285714285714,1.5555555555555556,1.25,1.5,0.3333333333333333
118,7449285,COSC 341 101 2020W,72450,2021-01-13 01:28:49 UTC,1,0.42857142857142855,2.0,1.5,1.0,0.6666666666666666
119,1889600,COSC 341 101 2020W,72450,2021-01-13 00:52:44 UTC,1,0.8571428571428571,1.1111111111111112,1.0,0.0,0.3333333333333333
120,7521635,COSC 341 101 2020W,72450,2021-01-13 00:14:54 UTC,1,0.5714285714285714,2.0,1.0,0.0,0.5
121,4417113,COSC 341 101 2020W,72450,2021-01-12 23:03:14 UTC,1,1.0,1.8888888888888888,1.0,0.0,0.75
122,4121537,COSC 341 101 2020W,72450,2021-01-12 22:41:27 UTC,1,0.42857142857142855,2.0,0.0,1.0,0.3333333333333333
123,6609618,COSC 341 101 2020W,72450,2021-01-12 21:58:39 UTC,1,0.7142857142857143,2.0,1.5,1.5,0.25
124,3630515,COSC 341 101 2020W,72450,2021-01-12 21:42:09 UTC,1,0.5714285714285714,1.1111111111111112,0.5,1.0,0.16666666666666666
125,8975820,COSC 341 101 2020W,72450,2021-01-12 07:29:36 UTC,1,1.4285714285714286,1.5555555555555556,0.75,-0.5,1.0
126,9810479,COSC 341 101 2020W,72450,2021-01-12 06:51:00 UTC,1,0.7142857142857143,2.0,1.0,0.0,0.6666666666666666
127,8717334,COSC 341 101 2020W,72450,2021-01-12 06:18:27 UTC,1,1.1428571428571428,1.6666666666666667,2.0,1.0,1.3333333333333333
128,2167944,COSC 341 101 2020W,72450,2021-01-12 06:05:24 UTC,1,1.1428571428571428,1.6666666666666667,1.5,0.0,1.25
129,2856065,COSC 341 101 2020W,72450,2021-01-12 01:50:31 UTC,1,0.7142857142857143,2.0,1.75,1.0,0.3333333333333333
130,6827055,COSC 341 101 2020W,72450,2021-01-12 00:05:18 UTC,1,1.0,2.0,1.0,0.0,0.6666666666666666
131,6772488,COSC 341 101 2020W,72450,2021-01-11 23:44:33 UTC,1,1.7142857142857142,1.7777777777777777,1.5,-1.5,1.8333333333333333
132,6257926,COSC 341 101 2020W,72450,2021-01-11 22:55:17 UTC,1,0.8571428571428571,1.1111111111111112,1.0,-2.0,0.75
133,3817174,COSC 341 101 2020W,72450,2021-01-11 22:30:39 UTC,1,0.8571428571428571,2.0,1.25,1.0,0.5
134,2869121,COSC 341 101 2020W,72450,2021-01-11 21:59:17 UTC,1,1.0,2.0,1.75,-1.0,0.6666666666666666
135,9742786,COSC 341 101 2020W,72450,2021-01-11 21:24:47 UTC,1,0.7142857142857143,2.0,1.0,-1.5,0.5833333333333334
136,8735515,COSC 341 101 2020W,72450,2021-01-11 20:23:14 UTC,1,1.2857142857142858,2.0,1.75,1.0,1.1666666666666667
137,4826483,COSC 341 101 2020W,72450,2021-01-11 19:16:38 UTC,1,1.7142857142857142,1.8888888888888888,1.0,1.5,-0.5
138,3173918,COSC 341 101 2020W,72450,2021-01-11 18:23:04 UTC,1,1.7142857142857142,2.0,2.0,2.0,1.3333333333333333
139,8109799,COSC 341 101 2020W,72450,2021-01-11 06:38:58 UTC,1,0.42857142857142855,1.2222222222222223,1.0,1.5,0.8333333333333334
140,5152483,COSC 341 101 2020W,72450,2021-01-11 05:44:58 UTC,1,0.7142857142857143,1.8888888888888888,1.25,0.0,0.9166666666666666
141,9331648,COSC 341 101 2020W,72450,2021-01-11 01:44:16 UTC,1,0.8571428571428571,2.0,2.0,1.0,0.9166666666666666
142,6861978,COSC 341 101 2020W,72450,2021-01-11 00:30:55 UTC,1,0.5714285714285714,2.0,1.25,0.0,0.4166666666666667
143,4050962,COSC 341 101 2020W,72450,2021-01-10 18:26:48 UTC,1,0.7142857142857143,1.8888888888888888,1.5,1.0,0.75
144,5548935,COSC 341 101 2020W,72450,2021-01-09 21:38:16 UTC,1,1.0,2.0,-0.25,0.0,0.0
